cod_tienda,sku_a,sku_b,boletas,soporte,confianza_a_b,confianza_b_a,lift,desc_a,desc_b
MAIPU,24114,80727,5,0.0001,0.8333,0.2778,2274.167,PERFIL DVP COMIENZO BLANCO TIRA 3.8 MTS.,PERFIL J  RIGIDO DVP BLANCO 3.8 MTS.L
MAIPU,136503,140895,5,0.0001,0.4167,0.5556,2274.167,SOLDADURA PLATA INDEPP 5% 2 BARRAS,UNION AMERICANA SO SO BRONCE 1/2 GAS
SANRO,146493,146503,6,4e-05,0.25,0.3333,2272.653,TERMINAL HE PRESION 32X1     UNID,TUBO CLASE 10 PRESION 32MM PARA CEMENTAR 1MT
SANRO,1849,1850,10,6e-05,0.3333,0.4167,2272.653,VIDRIO BLANCO PARA MASCARA SOLDAR,VIDRIO MASCARA SOLDAR NEGRO GRADO 10
SANRO,142566,142592,5,3e-05,0.25,0.2778,2272.653,BUJE RED FUSION PPR 25X20 CCS,TEE FUSION PPR 25MM CCS
SANRO,125414,125415,6,4e-05,0.375,0.2222,2272.653,COPLA PLANA  CANALETA 20 X 10 PACK 2UN,DERIVACION T  CANALETA 20 X 10 PACK 2UN
MAPOC,146648,146653,10,6e-05,0.3226,0.4545,2270.22,CODO PRESION 50 MM UNID,COPLA PRESION 50 MM UNID
RENAC,128458,128459,5,7e-05,0.3571,0.4167,2268.393,"DISCO DIAMANTADO TURBO 4"" CONCRETO/GRANITO MAKITA","DISCO DIAMANTADO TURBO 4"" MARMOL/GRANITO MAKITA"
RANCA,737,739,5,0.0001,0.2778,0.8333,2267.685,MASILLA MAGICA MARSON LIVIANA S/CATAL 350M,ENDURECEDOR MARSO CREMA 14GR
MAIPU,143830,143832,6,0.00012,0.4615,0.6,2267.169,MACHO VOLANTE 10A 2P+T RECTO BLANCO FANTON,HEMBRA VOLANTE 10A 2P+T BLANCA FANTON
SANRO,137639,142708,5,3e-05,0.2632,0.2632,2266.357,MEL MDP CAVA NAT 18 X 1830 X 2500 MASISA,"TAPACANTO PVC CAVA 22X0,45MM RO 25MT"
SANRO,146497,146501,7,4e-05,0.3043,0.3182,2263.67,TERMINAL HI PRESION 25X3/4 UNID,TUBO CLASE 10 PRESION 25MM PARA CEMENTAR 1MT
RANCA,100202,100266,6,0.00012,0.6,0.4615,2260.708,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM ROJO 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT
MAPOC,147687,147689,21,0.00014,0.525,0.5833,2257.923,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 50MT
SANRO,6039,9279,6,4e-05,0.4,0.2069,2256.979,COPLA SO SO BRONCE 3/4,CODO SO SO BRONCE 3/4
VESPU,146525,146543,5,0.00012,0.5556,0.5,2252.889,COPLA SIMPLE FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
VESPU,142579,142583,5,0.00012,0.5556,0.5,2252.889,CODO 90° FUSION PPR 20MM CCS,COPLA SIMPLE FUSION PPR 20MM CCS
MAIPU,79058,79061,14,0.00029,0.7778,0.8235,2247.412,RIEL DUCASSE ALUMINIO D-52 2.00MT,GUIA DUCASSE AL D-52 X2.00
MAPOC,147060,147076,5,3e-05,0.3333,0.2174,2243.899,MELAMINA PLATINO METALIZADO 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC PLATINO METALIZADO 22X0,45MM RO 25MT"
MAPOC,142012,142042,7,5e-05,0.3043,0.3333,2243.899,ESPONJA ABRASIVA BLOCK SK500 100X70X25 G120 KL,ESPONJA ABRASIVA BLOCK SK500 100X70X25 G100 KL
PMONT,120137,123844,7,0.00011,0.35,0.7,2242.275,GOLILLA CORRIENTE 3/8 - 50 UNDS,TUERCA HEXAGONAL FERRO 3/8 100 UNIDADES
MAIPU,127358,127361,13,0.00026,0.8667,0.6842,2240.653,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT"
PMONT,146645,146650,5,8e-05,0.4545,0.3846,2240.035,CODO PRESION 25 MM     UNID,COPLA PRESION 25 MM     UNID
VALPA,127358,127364,5,0.00019,0.5,0.8333,2239.583,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 25MT"
TALCA,127368,127371,11,0.00028,0.7857,0.7857,2230.418,"ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 2,5 MM BLANCO H07V-U ROLLO 50MT"
RENAC,148036,148037,10,0.00013,0.5556,0.5263,2228.596,"CABO DE VIDA 1,8METRO X 12MM CON GANCHO ESCALA",ARNES PARACAIDISTA 4 ARGOLLAS KL-8000-4
PMONT,147678,147679,12,0.00019,0.8,0.5217,2228.348,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT
RANCA,123845,137223,5,0.0001,0.4545,0.5,2226.455,TUERCA HEXAGONAL FERRO 1/2 13 HILOS 100 UNIDADES,ESPARRAGO FIERRO NEGRO 1/2-13 X 1000MM     
SANRO,143145,143148,6,4e-05,0.2857,0.2857,2226.272,INTERRUPTOR EMB ESCALA 9/24 16A DORADO SCHNEIDER,HEMBRA EMBUTIDA DOBLE 10A DORADO SCHNEIDER
SANRO,124575,124587,8,5e-05,0.4211,0.2581,2222.492,"ANILLO GALVANIZADO 0,35MM X 5""","GORRO VENTILACION 0,35MM X 5"""
MAPOC,137626,3210,7,5e-05,0.5,0.2,2211.843,TUBO CLASE 10 PRESION 25MM PARA CEMENTAR 1MT,CODO PRESION 25 MM     UNID
TALCA,142591,142601,5,0.00013,0.3333,0.8333,2207.889,TEE FUSION PPR 20MM CCS,TERMINAL HI FUSION PPR 20X1/2 CCS
SANRO,125411,125412,21,0.00013,0.5385,0.525,2202.725,ANGULO EXTERIOR  CANALETA 20 X 10 PACK 2UN,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN
SANRO,146492,146645,7,4e-05,0.35,0.2692,2202.725,TERMINAL HE PRESION 25X3/4   UNID,CODO PRESION 25 MM     UNID
SANRO,149274,149276,10,6e-05,0.3226,0.4167,2199.341,SPRAY MTN 94 NEGRO 400 ML,SPRAY MTN 94 ORO MARCO 400ML
MAPOC,146527,146545,5,3e-05,0.1562,0.4545,2199.276,COPLA SIMPLE FUSION PPR 32MM CCS,TEE FUSION PPR 32MM CCS
SANRO,123837,137221,6,4e-05,0.1875,0.4286,2191.487,TUERCA HEXAGONAL FERRO 5/16 100 UNIDADES,ESPARRAGO FIERRO NEGRO 5/16-18 X 1000MM    
SANRO,142580,142589,5,3e-05,0.1471,0.4545,2187.58,CODO 90° FUSION PPR 25MM CCS,TAPON FUSION PPR 25MM CCS
PMONT,127918,127920,6,9e-05,0.2727,0.75,2184.034,RUEDA POLIPROPILENO 50MM SIN FRENO - 35KG KUTZ,RUEDA POLIPROPILENO BLANCA 50MM C/FRENO 35KG KUTZ
TALCA,3210,3218,6,0.00015,0.5455,0.6,2167.745,CODO PRESION 25 MM     UNID,COPLA PRESION 25 MM     UNID
HUECH,134552,134565,5,5e-05,0.4545,0.25,2165.159,DISCO LIJA P/PIEDRAS 125MM G1200 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G320 PACK5 BOSCH
SANRO,110512,110513,5,3e-05,0.2778,0.2381,2164.431,INTERRUPTOR EMB DOBLE 9/15 10A BLANCO BTICINO,INTERRUPTOR EMB TRIPLE 9/32 10A BLANCO BTICINO
SANRO,79058,79061,33,0.0002,0.66,0.66,2159.929,RIEL DUCASSE ALUMINIO D-52 2.00MT,GUIA DUCASSE AL D-52 X2.00
MAPOC,124573,124585,16,0.0001,0.5714,0.3902,2157.895,"ANILLO GALVANIZADO 0,35MM X 4""","GORRO VENTILACION 0,35MM X 4"""
SANRO,146646,146651,10,6e-05,0.303,0.4348,2155.876,CODO PRESION 32 MM UNID,COPLA PRESION 32 MM UNID
RANCA,100200,100266,8,0.00016,0.5714,0.6154,2153.055,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT
SANRO,152688,152691,5,3e-05,0.2632,0.25,2153.039,TUBO PVC DRENAJE 75 MM X6000MM NEGRO SC,TUBO PVC DRENAJE 110 MM X6000MM NEGRO SC
MAPOC,138895,145279,5,3e-05,0.125,0.5556,2150.403,MELAMINA ALASKA 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC ALASKA 22X0,4MM RO25MT"
MAPOC,3254,3289,6,4e-05,0.3333,0.25,2150.403,TERMINAL HI PRESION 32X1   UNID,UNION AMERICANA PRESION 32 MM UNID
CONCE,147057,147079,7,8e-05,0.2593,0.6364,2150.013,MELAMINA CARBON ULTRA MATTE 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC CARBON ULTRA MATTE 22X0,45MM RO 25MT"
SANRO,120138,137223,11,7e-05,0.3793,0.3793,2140.239,GOLILLA CORRIENTE 1/2 - 25 UNDS,ESPARRAGO FIERRO NEGRO 1/2-13 X 1000MM     
TALCA,87158,99565,7,0.00018,0.5385,0.7,2139.954,TAB. ESTRUCTURAL C 2X6X12X0.85X 6MT 150X40,TAB. CANAL ESTRUCTURAL U 2X6X0.85X6MT 153X30
SANRO,142580,142584,12,7e-05,0.3529,0.4444,2138.967,CODO 90° FUSION PPR 25MM CCS,COPLA SIMPLE FUSION PPR 25MM CCS
HUECH,124354,5932,7,7e-05,0.1795,0.875,2137.401,TUBO CONDUIT PVC  32MM  TIRA 3MT,CURVA CONDUIT 90º 32MM
MAPOC,137629,3291,6,4e-05,0.2069,0.4,2135.572,TUBO CLASE 10 PRESION 50MM PARA CEMENTAR 1MT,UNION AMERICANA PRESION 50 MM UNID
MAPOC,137629,3213,10,6e-05,0.3448,0.4,2135.572,TUBO CLASE 10 PRESION 50MM PARA CEMENTAR 1MT,CODO PRESION 50 MM UNID
PMONT,146651,146707,6,9e-05,0.4,0.5,2135.5,COPLA PRESION 32 MM UNID,UNION AMERICANA PRESION 32 MM UNID
MAPOC,146647,146652,11,7e-05,0.2895,0.5238,2134.234,CODO PRESION 40 MM UNID,COPLA PRESION 40 MM     UNID
VALPA,148118,148124,5,0.00019,0.7143,0.5556,2132.937,MELAMINA NOUGAT PORO SINCRO 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC NOUGAT PORO SINCRO 22X0,45MM RO 25MT"
TALCA,6894,6896,9,0.00023,0.6429,0.75,2129.036,BARRA COPPER  1/2 X 1.1/2 MT  (11MM),CONECTOR COPPER 1/2 BRONCE
SANRO,146484,146646,6,4e-05,0.4286,0.1818,2125.078,TEE PRESION 32MM,CODO PRESION 32 MM UNID
RENAC,144347,144352,5,7e-05,0.1389,1.0,2117.167,CUBIERTA FINTOP 366X62X3CM CEMENTO-06F R°3,TAPACANTO CUBIERTA FINTOP 10ML CEMENTO-06F
HUECH,146500,146521,5,5e-05,0.5556,0.2,2117.044,TERMINAL HI PRESION 50X1.1/2 UNID,UNION AMERICANA PRESION 50 MM UNID
VESPU,109323,109343,5,0.00012,0.4167,0.625,2112.083,CORCHETE STANLEY TRAB LIV 1/4 TRA204T 1000U TR45,CORCHETERA STANLEY TR45 TRABAJO LIVIANO
CONCE,143801,143802,5,5e-05,0.2083,0.5556,2111.62,ABRAZADERA AUTOLOCK PP-RCT BETA 20 MM,ABRAZADERA AUTOLOCK PP-RCT BETA 25 MM
CONCE,152441,152445,10,0.00011,0.4167,0.5556,2111.62,LAVAPLATOS CUBETA EMPOTRAR BAJO CUB 75X45 GRAFITO,REJILLA SECAPLATOS EXTENSIBLE NEGRO
CONCE,15896,1849,11,0.00012,0.6471,0.3929,2108.071,VIDRIO MASCARA SOLDAR NEGRO GRADO 11,VIDRIO BLANCO PARA MASCARA SOLDAR
SEREN,118962,98995,6,0.00012,0.5455,0.4615,2105.035,EMBELLECEDOR INOX DX 19X8MM,EMBELLECEDOR ALUMINIO 19X8MM
SANRO,139899,152957,5,3e-05,0.1667,0.3846,2097.833,"MELAMINA MDP TECA LIMO SW  18MM 1,83X2,50 MASISA","TAPACANTO PVC TECA LIMO 22X1,5MM RO50MT"
VALPA,116563,116566,6,0.00022,0.5455,0.8571,2094.156,"ALAMBRE GENLIS NYA 2,5 MM BLANCO H07V-U ROLLO 100M","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 100MT"
MAPOC,137202,137205,6,4e-05,0.5,0.1622,2092.284,PILAR RANURADO DOBLE 128CM BLANCO DUCASSE,SOPORTE GRADUABLE DOBLE 17CM BLANCO DUCASSE
PMONT,147679,147680,6,9e-05,0.2609,0.75,2089.076,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 25MT
MAPOC,146486,146653,5,3e-05,0.2941,0.2273,2069.906,TEE PRESION 50MM,COPLA PRESION 50 MM UNID
TALCA,81440,81444,5,0.00013,0.4167,0.625,2069.896,CORREDERA DUCASSE AL 1535 MADERA,RIEL DUCASSE EMBUTIDO CX  X 3.00 MTS
SANRO,140614,140616,24,0.00015,0.48,0.6316,2066.918,COPLA TUBO RIGIDO EMT 20MM,CURVA TUBO RIGIDO EMT 20MM
HUECH,129829,129830,7,7e-05,0.3684,0.4118,2064.61,"LIJA BANDA 4 X  24""  G 80 MAD-MET PACK3 MAKITA","LIJA BANDA 4 X  24""  G 100 MAD-MET PACK3 MAKITA"
MAPOC,3213,3291,5,3e-05,0.2,0.3333,2064.387,CODO PRESION 50 MM UNID,UNION AMERICANA PRESION 50 MM UNID
MAPOC,126299,126301,7,5e-05,0.28,0.3333,2064.387,GRAPA CALIBRE 18-20MM CAJA 5.000 UNIDADES,GRAPA CALIBRE 18-30MM CAJA 5.000 UNIDADES
MAPOC,146485,146641,8,5e-05,0.32,0.3333,2064.387,TEE PRESION 40MM,BUJE CORTO PRESION 40X32MM UN
MAPOC,3213,3264,5,3e-05,0.2,0.3333,2064.387,CODO PRESION 50 MM UNID,TERMINAL HE PRESION 50X11/2 UNID
MAPOC,3202,3263,6,4e-05,0.4,0.2,2064.387,TEE PRESION 32MM,TERMINAL HE PRESION 32X1     UNID
SANRO,142580,142607,9,6e-05,0.2647,0.4286,2062.576,CODO 90° FUSION PPR 25MM CCS,TUBO FUSION PPR 25MM X 3MT PN-16
MAIPU,146483,146645,6,0.00012,0.5455,0.4615,2061.063,TEE PRESION 25MM,CODO PRESION 25 MM     UNID
MAIPU,124587,4972,6,0.00012,0.5455,0.4615,2061.063,"GORRO VENTILACION 0,35MM X 5""","TUBO GALVANIZADO 0,8MM X 5 1MT"
RENAC,128909,128910,7,9e-05,0.35,0.5385,2052.023,CORREDERA CAJON KHOR BLANCA SBP 350MM  25 SETS,CORREDERA CAJON KHOR BLANCA SBP 400MM 25 SETS
SANRO,150155,150158,5,3e-05,0.2381,0.2632,2050.514,TERMINAL CONECTOR RÁPIDO 1/2 -3/4  GARDTECH,CONECTOR RÁPIDO 1/2  CON AUTOSTOP GARDTECH
MAPOC,3211,3254,10,6e-05,0.2381,0.5556,2048.003,CODO PRESION 32 MM UNID,TERMINAL HI PRESION 32X1   UNID
MAPOC,3254,3262,5,3e-05,0.2778,0.2381,2048.003,TERMINAL HI PRESION 32X1   UNID,TERMINAL HE PRESION 25X3/4   UNID
MAIPU,149406,149576,6,0.00012,0.5,0.5,2046.75,"MELAMINA BOURBON MT 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC BOURBON 22X0,45MM RO 25 MT"
SANRO,146603,146604,10,6e-05,0.4,0.3125,2045.388,TAPA GORRO PVC SANITARIO GRIS 40MM,TAPA GORRO PVC SANITARIO GRIS 50MM
SANRO,147677,147683,11,7e-05,0.2619,0.5238,2040.749,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM ROJO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM VERDE 50MT
CONCE,79049,79059,10,0.00011,0.3571,0.625,2036.205,CORREDERA DUCASSE D-5032     (EX D-52),RIEL DUCASSE ALUMINIO D-52 3.00MT
CONCE,79049,79058,5,5e-05,0.1786,0.625,2036.205,CORREDERA DUCASSE D-5032     (EX D-52),RIEL DUCASSE ALUMINIO D-52 2.00MT
VALPA,127361,127364,5,0.00019,0.4545,0.8333,2035.985,"ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 25MT"
HUECH,144344,144349,5,5e-05,0.5556,0.1923,2035.62,TAPACANTO CUBIERTA FINTOP 10ML ROBLE HERA-41G,CUBIERTA FINTOP 366X62X3CM ROBLE HERA-41G R°3
HUECH,86397,92179,5,5e-05,0.2778,0.3846,2035.62,POLICARB ALVEOLAR PERFIL H  4.0MM -6.0MMX 5.8 MT,POLICARBONATO ALVEOLAR 2.10X5.8X 4.0MM CLEAR
HUECH,1009,105259,5,5e-05,0.3846,0.2778,2035.62,LACA ACRILICA SIPA BLANCO GL,MASILLA PISTOLA PASSOL BLANCA GL
MAPOC,140615,140619,11,7e-05,0.3793,0.3793,2025.112,COPLA TUBO RIGIDO EMT 25MM,ABRAZADERA TUBO RIGIDO EMT 25MM
PMONT,79049,79061,6,9e-05,0.3158,0.6,2023.105,CORREDERA DUCASSE D-5032     (EX D-52),GUIA DUCASSE AL D-52 X2.00
SANRO,1014,954,6,4e-05,0.3333,0.2222,2020.136,LACA ACRILICA SIPA BLANCO  1/4 GL,DUCO SIPA NEGRO SUPER 1/4 GL
HUECH,146508,146647,13,0.00014,0.9286,0.2955,2010.505,TUBO CLASE 10 PRESION 40MM PARA CEMENTAR 3MT,CODO PRESION 40 MM UNID
RANCA,100199,100266,8,0.00016,0.5333,0.6154,2009.518,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 100M,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT
MAPOC,3254,3263,7,5e-05,0.3889,0.2333,2007.043,TERMINAL HI PRESION 32X1   UNID,TERMINAL HE PRESION 32X1     UNID
SANRO,148044,148045,5,3e-05,0.1471,0.4167,2005.282,"MDF FOLIO GUARD ROD 12MMX68MMX2,40MT  NATURE WHITE","MDF FOLIO JUNQ 1/4 ROD 18X18MMX2,4MT  NATURE WHITE"
RANCA,136422,86343,14,0.00029,0.7368,0.7778,2005.111,MDF MELASEK ALTO BRILLO BLANCO 18X2800X1220MM,SERVICIO DE CORTE DIM HORIZONTAL
VESPU,146525,146532,8,0.0002,0.8889,0.4444,2002.568,COPLA SIMPLE FUSION PPR 20MM CCS,CODO 90° FUSION PPR 20MM CCS
PMONT,145784,145786,5,8e-05,0.1562,1.0,2002.031,MOLDURA PVC 20X10MM COLOR MARRÓN  TIRA 2MTS.,ANGULO EXTERIOR  CANALETA 20 X 10 MARRON
SANRO,144306,153032,5,3e-05,0.122,0.5,1995.5,MELAMINA JAVA SW 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC JAVA 22X1,5MM RO50MT"
SEREN,152233,152234,7,0.00014,0.875,0.3182,1995.398,ACTIVADOR CIERRE SUAVE PARA PUERTA GRANERO DUCASSE,KIT PARA PUERTA GRANERO DUCASSE
CONCE,79049,79062,11,0.00012,0.3929,0.6111,1990.956,CORREDERA DUCASSE D-5032     (EX D-52),GUIA DUCASSE AL D-52 X3.00
CONCE,127367,127373,11,0.00012,0.4583,0.5238,1990.956,"ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 25MT"
SEREN,79049,79059,5,0.0001,0.2778,0.7143,1990.873,CORREDERA DUCASSE D-5032     (EX D-52),RIEL DUCASSE ALUMINIO D-52 3.00MT
SEREN,79049,79062,5,0.0001,0.2778,0.7143,1990.873,CORREDERA DUCASSE D-5032     (EX D-52),GUIA DUCASSE AL D-52 X3.00
HUECH,123954,81429,12,0.00013,0.48,0.5217,1988.181,PILAR RANURADO DOBLE 192CM BLANCO DUCASSE,SOPORTE GRADUABLE DOBLE 37CM BLANCO DUCASSE
TALCA,127371,127374,7,0.00018,0.5,0.7,1987.1,"ALAMBRE GENLIS NYA 2,5 MM BLANCO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 50MT"
TALCA,127368,127374,7,0.00018,0.5,0.7,1987.1,"ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 50MT"
MAPOC,128661,136422,7,5e-05,0.2692,0.3333,1984.987,TAPACANTO MELASEK BLCO ALTO BRILLO 23X1MM  RO25 MT,MDF MELASEK ALTO BRILLO BLANCO 18X2800X1220MM
RENAC,81498,81500,5,7e-05,0.3125,0.4167,1984.844,POLICARB ALVEOLAR PERFIL U  4.0MM A 6MM X 2.1 MT,POLICARB ALVEOLAR PERFIL H  4.0MM -6.0MM X 2.9 MT
PMONT,79049,79059,10,0.00016,0.5263,0.5882,1983.437,CORREDERA DUCASSE D-5032     (EX D-52),RIEL DUCASSE ALUMINIO D-52 3.00MT
MAPOC,124573,155762,10,6e-05,0.3571,0.3571,1974.86,"ANILLO GALVANIZADO 0,35MM X 4""","TUBO GALVANIZADO 0,35MM X 4 1MT"
CONCE,127370,127373,10,0.00011,0.4545,0.4762,1974.502,"ALAMBRE GENLIS NYA 2,5 MM BLANCO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 25MT"
MAPOC,137205,146046,8,5e-05,0.2162,0.4706,1969.208,SOPORTE GRADUABLE DOBLE 17CM BLANCO DUCASSE,REPISA MELAMINA BLANCA 20X60CM
SANRO,127361,127364,15,9e-05,0.2885,0.625,1966.719,"ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 25MT"
SANRO,146645,3377,5,3e-05,0.1923,0.3125,1966.719,CODO PRESION 25 MM     UNID,LLAVE PASO PRESI 25MM 3/4 UN
PMONT,100200,100266,12,0.00019,0.5217,0.7059,1966.189,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT
HUECH,147688,147689,13,0.00014,0.4333,0.619,1965.827,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 50MT
MAIPU,127358,127364,6,0.00012,0.4,0.6,1964.88,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 25MT"
SANRO,127905,127909,9,6e-05,0.36,0.3,1963.572,RUEDA POLIURETANO TRANS. 75MM SIN FRENO 64KG,RUEDA POLIURETANO TRANS. 75MM CON FRENO 64KG
MAPOC,146640,146641,7,5e-05,0.3043,0.2917,1963.411,BUJE CORTO PRESION 32X25MM  UN,BUJE CORTO PRESION 40X32MM UN
SANRO,123845,137223,8,5e-05,0.3478,0.2759,1962.591,TUERCA HEXAGONAL FERRO 1/2 13 HILOS 100 UNIDADES,ESPARRAGO FIERRO NEGRO 1/2-13 X 1000MM     
SANRO,129823,129824,8,5e-05,0.3478,0.2759,1962.591,"LIJA BANDA 3 X 21""  G 60 MAD-MET PACK3 MAKITA","LIJA BANDA 3 X 21""  G 80 MAD-MET PACK3 MAKITA"
SEREN,3200,3209,5,0.0001,0.625,0.3125,1959.766,TEE PRESION 20MM,CODO PRESION 20 MM     UNID
SEREN,3209,3217,5,0.0001,0.3125,0.625,1959.766,CODO PRESION 20 MM     UNID,COPLA PRESION 20 MM     UNID
VALPA,127358,127361,8,0.0003,0.8,0.7273,1954.545,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT"
RENAC,149409,149598,7,9e-05,0.3333,0.5385,1954.308,"MELAMINA PINOT GRIS SW 15MM 1,83 X 2,50 VESTO","TAPACANTO PVC PINOT GRIS 22X0,45MM RO 25 MT"
MAPOC,147677,147690,34,0.00022,0.6182,0.6939,1953.316,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM ROJO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM BLANCO 50MT
RENAC,120870,123573,10,0.00013,0.7143,0.3571,1944.337,TAZA WC A PISO 30 CM CORONA LAGUNA,ESTANQUE WC 6LT CORONA LAGUNA
RANCA,100200,104736,5,0.0001,0.3571,0.5556,1943.73,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM BLANCO 100M
PMONT,129824,129825,5,8e-05,0.4545,0.3333,1941.364,"LIJA BANDA 3 X 21""  G 80 MAD-MET PACK3 MAKITA","LIJA BANDA 3 X 21""  G 100 MAD-MET PACK3 MAKITA"
PMONT,133071,152977,6,9e-05,0.1818,1.0,1941.364,"MELAMINA VENEZIA 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC VENEZIA 22X1,5MM RO50MT"
MAPOC,127359,127362,22,0.00014,0.5,0.55,1935.362,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 50MT"
VESPU,146532,146564,6,0.00015,0.3333,0.8571,1931.048,CODO 90° FUSION PPR 20MM CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
HUECH,139719,139722,5,5e-05,0.3846,0.2632,1928.482,TENSOR OJO GANCHO  3/16 1UND,ABRAZADERA CABLE  1/8 UND
SANRO,142580,142587,6,4e-05,0.1765,0.4,1925.071,CODO 90° FUSION PPR 25MM CCS,LLAVE DE PASO FUSION PPR 25 CCS
RENAC,154730,154740,5,7e-05,0.2778,0.4545,1924.697,"FUENTE SUPER SLIM  150W-12V/180-264VAC/150W-12,5AM",CINTA LED 12V 12W/M BLANCO FRIO 120 LEDS/M-5M-SEC
RENAC,98581,98585,5,7e-05,0.2778,0.4545,1924.697,"MDF FOLIO GUARDAPOLVO ROD 12MMX68MMX2,40MT  ROBLE","MDF FOLIO JUNQUILLO 1/4 ROD 18MMX18MMX2,4MT  ROBLE"
HUECH,6894,6896,23,0.00024,0.6053,0.7667,1922.054,BARRA COPPER  1/2 X 1.1/2 MT  (11MM),CONECTOR COPPER 1/2 BRONCE
RENAC,127359,127362,6,8e-05,0.3529,0.4286,1921.462,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 50MT"
RENAC,79049,79062,12,0.00016,0.4286,0.7059,1921.462,CORREDERA DUCASSE D-5032     (EX D-52),GUIA DUCASSE AL D-52 X3.00
MAPOC,120138,123845,5,3e-05,0.1613,0.3846,1920.955,GOLILLA CORRIENTE 1/2 - 25 UNDS,TUERCA HEXAGONAL FERRO 1/2 13 HILOS 100 UNIDADES
CONCE,142807,142829,6,7e-05,0.3158,0.4,1920.463,"PERFIL J BCO 2500X0,5 MM SID.FIBRO","PERFIL CORTA GOTERA BASE BCO 2500X0,5 MM SID.FIBRO"
