cod_tienda,anio,pasillo,rack,venta
MAIPU,2025,008,008-1-16,32747.899159663866
MAIPU,2025,008,008-2-01,2088014.285714286
MAIPU,2025,008,008-2-02,690798.3193277312
MAIPU,2025,008,008-2-03,839396.6386554622
MAIPU,2025,008,008-2-04,667847.0588235294
MAIPU,2025,008,008-2-05,779610.924369748
MAIPU,2025,008,008-2-06,1544384.87394958
MAIPU,2025,008,008-2-07,1066626.8907563025
MAIPU,2025,008,008-2-08,1980297.4789915967
MAIPU,2025,008,008-2-09,961250.4201680673
MAIPU,2025,008,008-2-10,1584762.1848739497
MAIPU,2025,008,008-2-11,281981.512605042
MAIPU,2025,008,008-2-12,210806.72268907563
MAIPU,2025,008,008-2-13,234487.39495798323
MAIPU,2025,008,008-2-14,130876.4705882353
MAIPU,2025,009,009-1-01,978313.4453781513
MAIPU,2025,009,009-1-02,1297303.361344538
MAIPU,2025,009,009-1-03,2848.7394957983192
MAIPU,2025,009,009-1-04,3184053.781512605
MAIPU,2025,009,009-1-05,505718.48739495804
MAIPU,2025,009,009-1-06,1185565.5462184874
MAIPU,2025,009,009-1-07,209016.80672268907
MAIPU,2025,009,009-1-08,561252.1008403362
MAIPU,2025,009,009-1-09,390610.08403361344
MAIPU,2025,009,009-1-10,556201.680672269
MAIPU,2025,009,009-1-11,239971.42857142858
MAIPU,2025,009,009-1-12,105336.13445378152
MAIPU,2025,009,009-1-13,187938.6554621849
MAIPU,2025,009,009-1-14,624424.3697478991
MAIPU,2025,009,009-2-01,1796566.3865546219
MAIPU,2025,009,009-2-02,2437223.529411765
MAIPU,2025,009,009-2-03,1592674.7899159663
MAIPU,2025,009,009-2-04,2469087.3949579834
MAIPU,2025,009,009-2-05,793180.6722689075
MAIPU,2025,009,009-2-06,1609797.4789915967
MAIPU,2025,009,009-2-07,605659.6638655462
MAIPU,2025,009,009-2-08,401883.19327731093
MAIPU,2025,009,009-2-09,1538083.193277311
MAIPU,2025,009,009-2-10,942142.8571428572
MAIPU,2025,009,009-2-11,1269463.8655462186
MAIPU,2025,009,009-2-12,513815.12605042016
MAIPU,2025,010,010-1-01,1025742.0168067227
MAIPU,2025,010,010-1-02,520749.5798319328
MAIPU,2025,010,010-1-03,667791.5966386555
MAIPU,2025,010,010-1-04,371680.6722689076
MAIPU,2025,010,010-1-05,950438.6554621849
MAIPU,2025,010,010-1-06,868009.243697479
MAIPU,2025,010,010-1-07,605202.5210084034
MAIPU,2025,010,010-1-08,75344.53781512605
MAIPU,2025,010,010-1-09,3317266.386554622
MAIPU,2025,010,010-1-10,3298041.1764705884
MAIPU,2025,010,010-1-11,2003331.0924369749
MAIPU,2025,010,010-1-13,1776360.5042016807
MAIPU,2025,010,010-1-14,7132252.941176471
MAIPU,2025,010,010-2-01,4335299.159663865
MAIPU,2025,010,010-2-03,346557.9831932773
MAIPU,2025,010,010-2-04,1064491.5966386555
MAIPU,2025,010,010-2-06,7078647.05882353
MAIPU,2025,010,010-2-07,3832282.3529411764
MAIPU,2025,011,011-2-01,24981311.764705885
MAIPU,2025,012,012-1-02,16987275.6302521
MAIPU,2025,012,012-1-03,9414354.62184874
MAIPU,2025,012,012-1-04,10732099.159663865
MAIPU,2025,012,012-1-05,15831776.470588237
MAIPU,2025,012,012-1-06,7577189.915966387
MAIPU,2025,012,012-1-07,4834436.974789917
MAIPU,2025,012,012-1-08,3006907.5630252105
MAIPU,2025,012,012-2-01,926357.142857143
MAIPU,2025,012,012-2-03,12799873.109243698
MAIPU,2025,012,012-2-04,3468341.1764705884
MAIPU,2025,012,012-2-09,709459.6638655462
MAIPU,2025,012,012-2-10,1394025.2100840337
MAIPU,2025,012,012-2-15,5929707.56302521
MAIPU,2025,012,012-2-16,2263959.663865546
MAIPU,2025,012,012-2-17,2667595.7983193276
MAIPU,2025,012,012-2-18,4412452.941176471
MAIPU,2025,012,012-2-19,2781388.2352941176
MAIPU,2025,012,012-2-20,9383675.630252102
MAIPU,2025,012,012-2-21,4683450.420168067
MAIPU,2025,012,012-2-22,3331374.7899159663
MAIPU,2025,013,013-1-02,21756.302521008405
MAIPU,2025,013,013-1-03,51672.26890756302
MAIPU,2025,013,013-2-07,618462.1848739496
MAIPU,2025,013,013-2-08,207403.3613445378
MAIPU,2025,014,014-1-07,381142.85714285716
MAIPU,2025,014,014-1-08,41294.117647058825
MAIPU,2025,014,014-1-09,356514.28571428574
MAIPU,2025,014,014-1-12,787705.8823529412
MAIPU,2025,015,015-1-04,1478035.2941176472
MAIPU,2025,015,015-2-02,256806.72268907563
MAIPU,2025,015,015-2-03,48070.58823529412
MAIPU,2025,015,015-2-06,690378.1512605043
MAIPU,2025,015,015-2-09,494871.4285714286
MAIPU,2025,015,015-2-12,2103981.512605042
MAIPU,2025,015,015-2-13,383841.17647058825
MAIPU,2025,016,016-1-02,1035868.9075630252
MAIPU,2025,016,016-1-03,36027805.04201681
MAIPU,2025,016,016-1-04,117353.78151260506
MAIPU,2025,016,016-2-01,6619893.277310925
MAIPU,2025,016,016-2-08,319142.85714285716
MAIPU,2025,017,017-1-01,363061.3445378152
MAIPU,2025,017,017-1-02,1137610.924369748
MAIPU,2025,017,017-2-06,595949.5798319328
MAIPU,2025,017,017-2-08,618991.5966386555
MAIPU,2025,018,018-1-07,27005.042016806725
MAIPU,2025,018,018-1-09,86967.22689075631
MAIPU,2025,019,019-1-01,33610.08403361345
MAIPU,2025,028,028-1-01,81302.52100840336
MAIPU,2025,028,028-1-02,160471.42857142858
MAIPU,2025,028,028-1-03,254537.81512605044
MAIPU,2025,029,029-1-01,9411910.084033614
MAIPU,2025,030,030-1-01,721499.1596638656
MAIPU,2025,030,030-1-02,3498657.1428571427
MAIPU,2025,030,030-1-03,4612710.084033613
MAIPU,2025,030,030-1-04,54100.84033613445
MAIPU,2025,030,030-1-05,8227121.8487394955
MAIPU,2025,030,030-1-06,233378.1512605042
MAIPU,2025,030,030-1-08,90352.9411764706
MAIPU,2025,030,030-1-10,40470.58823529412
MAIPU,2025,030,030-1-11,9284.03361344538
MAIPU,2025,030,030-1-15,11529.411764705883
MAIPU,2025,030,030-1-18,854561.3445378151
MAIPU,2025,030,030-1-19,506655.462184874
MAIPU,2025,031,031-1-01,354816.80672268907
MAIPU,2025,032,032-1-01,868210.0840336134
MAIPU,2025,040,040-1-01,64588.23529411765
MAIPU,2025,040,040-1-03,5588.235294117648
MAIPU,2025,040,040-1-04,2209128.5714285714
MAIPU,2025,040,040-1-05,379761.34453781514
MAIPU,2025,040,040-1-06,19127089.915966388
MAIPU,2025,040,040-2-02,387571.4285714286
MAIPU,2025,044,044-1-09,1900882.3529411766
MAIPU,2025,044,044-1-11,188243.69747899158
MAIPU,2025,045,045-2-16,154016.80672268907
MAIPU,2025,050,050-1-01,5404151.260504202
MAIPU,2025,050,050-1-03,5857628.571428572
MAIPU,2025,051,051-1-01,366605.8823529412
MAIPU,2025,052,052-1-01,45463.86554621849
MAIPU,2025,052,052-1-02,25422782.352941178
MAIPU,2025,052,052-1-06,26053842.016806725
MAIPU,2025,059,059-2-03,648640.3361344538
MAIPU,2025,060,060-1-01,3534493.2773109246
MAIPU,2025,060,060-1-02,912255.462184874
MAIPU,2025,060,060-1-04,147831.93277310926
MAIPU,2025,061,061-1-01,92586635.29411764
MAIPU,2025,071,071-1-01,4452971.428571429
MAIPU,2025,071,071-1-05,133557.98319327732
MAIPU,2025,100,100-1-02,301120.1680672269
MAIPU,2025,100,100-1-03,130681.51260504202
MAIPU,2025,100,100-2-03,72831.93277310925
MAIPU,2025,100,100-2-05,1237.8151260504203
MAIPU,2025,101,101-1-01,433184.0336134454
MAIPU,2025,101,101-1-02,536529.4117647059
MAIPU,2025,101,101-1-03,1620122.6890756304
MAIPU,2025,101,101-2-02,679436.9747899161
MAIPU,2025,101,101-2-03,116421.8487394958
MAIPU,2025,101,101-2-04,106046.21848739496
MAIPU,2025,102,102-1-01,33151.26050420168
MAIPU,2025,102,102-1-02,2078.1512605042017
MAIPU,2025,102,102-1-03,22774.789915966387
MAIPU,2025,102,102-2-01,149341.17647058825
MAIPU,2025,102,102-2-04,44088.23529411765
MAIPU,2025,103,103-1-01,27211.764705882353
MAIPU,2025,103,103-1-02,2019215.1260504203
MAIPU,2025,103,103-1-03,5956678.991596639
MAIPU,2025,103,103-1-04,61512.60504201681
MAIPU,2025,103,103-2-02,595366.3865546219
MAIPU,2025,103,103-2-03,3079247.899159664
MAIPU,2025,103,103-2-04,450910.08403361344
MAIPU,2025,104,104-1-01,1445804.2016806724
MAIPU,2025,104,104-1-02,282800.0
MAIPU,2025,104,104-1-03,1530839.4957983193
MAIPU,2025,104,104-1-04,13895795.798319329
MAIPU,2025,104,104-2-01,92018.48739495798
MAIPU,2025,104,104-2-03,670081.5126050421
MAIPU,2025,105,105-1-01,308067.22689075634
MAIPU,2025,105,105-1-02,9739.495798319329
MAIPU,2025,105,105-1-03,43663.86554621849
MAIPU,2025,105,105-1-04,1685549.579831933
MAIPU,2025,105,105-2-02,93100.84033613445
MAIPU,2025,105,105-2-04,123405.04201680672
MAIPU,2025,106,106-1-03,999659.6638655463
MAIPU,2025,106,106-1-04,52126.89075630252
MAIPU,2025,106,106-2-02,2477436.1344537814
MAIPU,2025,106,106-2-03,882577.3109243698
MAIPU,2025,106,106-2-04,375763.02521008404
MAIPU,2025,107,107-1-01,19529.41176470588
MAIPU,2025,107,107-1-02,160066.38655462186
MAIPU,2025,107,107-1-04,16447.058823529413
MAIPU,2025,107,107-2-01,14529.411764705883
MAIPU,2025,107,107-2-03,111368.06722689077
MAIPU,2025,107,107-2-05,2344.5378151260506
MAIPU,2025,108,108-1-02,147472.26890756303
MAIPU,2025,108,108-1-04,142963.02521008404
MAIPU,2025,108,108-2-02,4183005.0420168065
MAIPU,2025,108,108-2-03,174776.4705882353
MAIPU,2025,109,109-1-02,71638.65546218488
MAIPU,2025,109,109-1-03,23495.798319327732
MAIPU,2025,109,109-1-04,76099.15966386555
MAIPU,2025,109,109-2-01,71239.49579831933
MAIPU,2025,109,109-2-02,572243.6974789916
MAIPU,2025,109,109-2-03,1857779.8319327733
MAIPU,2025,109,109-2-04,684833.6134453781
MAIPU,2025,110,110-1-01,571605.8823529412
MAIPU,2025,110,110-1-02,1040626.8907563025
MAIPU,2025,110,110-1-03,411566.38655462186
MAIPU,2025,110,110-1-04,17634.453781512606
MAIPU,2025,110,110-1-05,79628.57142857143
MAIPU,2025,110,110-2-01,1738038.655462185
MAIPU,2025,110,110-2-02,918785.7142857143
MAIPU,2025,110,110-2-03,316671.4285714286
MAIPU,2025,110,110-2-04,15050.420168067229
MAIPU,2025,110,110-2-05,29057.14285714286
MAIPU,2025,112,112-1-01,7117457.983193277
MAIPU,2025,112,112-1-03,21299.159663865546
MAIPU,2025,112,112-1-04,53711.76470588236
MAIPU,2025,112,112-2-01,199344.53781512604
MAIPU,2025,112,112-2-02,1379226.050420168
MAIPU,2025,113,113-1-01,3537205.882352941
MAIPU,2025,113,113-1-02,351463.02521008404
MAIPU,2025,113,113-1-04,441841.17647058825
MAIPU,2025,113,113-2-01,425552.1008403362
MAIPU,2025,113,113-2-03,568491.5966386555
MAIPU,2025,113,113-2-04,352700.8403361345
MAIPU,2025,114,114-1-02,355963.8655462185
MAIPU,2025,114,114-2-02,878091.5966386555
MAIPU,2025,114,114-2-03,116243.6974789916
MAIPU,2025,115,115-1-02,13840.336134453784
MAIPU,2025,115,115-2-01,1064425.2100840337
MAIPU,2025,115,115-2-02,369681.512605042
MAIPU,2025,115,115-2-03,482695.79831932776
MAIPU,2025,116,116-1-01,11938252.100840336
MAIPU,2025,116,116-1-04,7155656.302521009
MAIPU,2025,116,116-2-01,16403718.487394959
MAIPU,2025,116,116-2-02,11986010.084033614
MAIPU,2025,116,116-2-04,2115694.9579831935
MAIPU,2025,117,117-1-02,1140466.3865546219
MAIPU,2025,117,117-1-03,4384023.529411765
MAIPU,2025,117,117-1-04,376773.94957983197
MAIPU,2025,117,117-2-01,3784104.2016806724
MAIPU,2025,117,117-2-03,638255.462184874
MAIPU,2025,118,118-1-01,6166374.789915967
MAIPU,2025,118,118-1-02,10780257.983193278
MAIPU,2025,118,118-1-03,252857.14285714287
MAIPU,2025,118,118-2-01,1794285.7142857143
MAIPU,2025,118,118-2-02,4815005.882352942
MAIPU,2025,118,118-2-03,615052.1008403362
MAIPU,2025,119,119-1-02,546751.2605042018
MAIPU,2025,119,119-2-01,6030925.210084034
MAIPU,2025,119,119-2-02,4372.268907563025
MAIPU,2025,119,119-2-03,11231.09243697479
MAIPU,2025,120,120-1-01,35519.32773109244
MAIPU,2025,120,120-1-02,287136.13445378153
MAIPU,2025,120,120-1-03,53697.47899159664
MAIPU,2025,120,120-1-04,199895.79831932773
MAIPU,2025,120,120-2-03,26525.210084033617
MAIPU,2025,121,121-1-01,1121634.4537815128
MAIPU,2025,121,121-1-02,7843527.731092437
MAIPU,2025,121,121-1-03,1319359.6638655462
MAIPU,2025,121,121-2-02,408201.68067226897
MAIPU,2025,122,122-1-01,5010900.840336135
MAIPU,2025,122,122-1-02,209850.42016806727
MAIPU,2025,122,122-1-03,1311385.7142857143
MAIPU,2025,122,122-2-02,297436.97478991596
MAIPU,2025,122,122-2-03,3653189.915966387
MAIPU,2025,123,123-1-01,2397636.1344537814
MAIPU,2025,123,123-2-01,5879580.672268908
MAIPU,2025,124,124-1-01,4141705.882352941
MAIPU,2025,124,124-2-01,2296963.025210084
MAIPU,2025,125,125-1-01,1801980.6722689075
MAIPU,2025,152,152-1-01,600370328.5714287
MAIPU,2025,152,152-1-02,16217877.31092437
MAIPU,2025,152,152-1-03,47472427.73109244
MAIPU,2025,152,152-1-04,1795018812.6050422
MAIPU,2025,152,152-1-05,634107.56302521
MAIPU,2025,152,152-1-06,3393873.949579832
MAIPU,2025,152,152-1-07,37077310.084033616
MAIPU,2025,152,152-1-08,1540610.0840336136
MAIPU,2025,152,152-1-09,953352.1008403362
MAIPU,2025,160,160-1-02,780374.7899159665
MAIPU,2025,170,170-1-01,7363.025210084034
MAIPU,2025,200,200-1-01,1561983.193277311
MAIPU,2025,200,200-2-03,9344.53781512605
MAIPU,2025,200,200-2-04,455584.8739495799
MAIPU,2025,400,400-1-01,715126.0504201681
MAIPU,2025,801,801-1-01,45066925.210084036
MAIPU,2026,001,001-1-01,73686484.87394959
MAIPU,2026,001,001-1-02,12832035.294117648
MAIPU,2026,001,001-1-03,4628767.226890757
MAIPU,2026,001,001-1-04,6501980.672268908
MAIPU,2026,001,001-1-05,2184219.3277310925
MAIPU,2026,001,001-1-06,4937223.529411765
MAIPU,2026,001,001-1-07,2358696.6386554623
MAIPU,2026,001,001-1-08,1299368.9075630254
MAIPU,2026,001,001-1-09,4108896.6386554623
MAIPU,2026,001,001-1-10,3351940.336134454
MAIPU,2026,001,001-2-01,12578398.31932773
MAIPU,2026,001,001-2-02,14337535.294117648
MAIPU,2026,001,001-2-03,8043855.462184874
MAIPU,2026,001,001-2-04,2227541.1764705884
MAIPU,2026,001,001-2-05,5732075.630252101
MAIPU,2026,001,001-2-06,5995837.81512605
MAIPU,2026,001,001-2-07,3207410.0840336136
MAIPU,2026,001,001-2-08,3746031.9327731095
MAIPU,2026,001,001-2-09,2921340.336134454
MAIPU,2026,002,002-1-01,10314028.571428573
MAIPU,2026,002,002-1-02,6987667.226890757
MAIPU,2026,002,002-1-03,3227741.1764705884
MAIPU,2026,002,002-1-04,3819084.0336134452
MAIPU,2026,002,002-1-05,1432852.9411764706
MAIPU,2026,002,002-1-06,6744138.655462185
MAIPU,2026,002,002-1-07,3573908.4033613447
MAIPU,2026,002,002-1-08,2217019.3277310925
MAIPU,2026,002,002-1-09,2691789.0756302522
MAIPU,2026,002,002-1-10,3861659.6638655467
MAIPU,2026,002,002-2-01,15602831.93277311
MAIPU,2026,002,002-2-02,4388921.008403362
MAIPU,2026,002,002-2-03,8421764.705882354
MAIPU,2026,002,002-2-04,3621924.3697478995
MAIPU,2026,002,002-2-05,3740587.3949579834
MAIPU,2026,002,002-2-06,3005004.2016806724
MAIPU,2026,002,002-2-07,2134329.411764706
MAIPU,2026,002,002-2-08,2403551.2605042015
MAIPU,2026,003,003-1-01,7666002.521008404
MAIPU,2026,003,003-1-02,3890269.74789916
MAIPU,2026,003,003-1-03,5699315.12605042
MAIPU,2026,003,003-1-04,2817397.4789915965
MAIPU,2026,003,003-1-05,1062077.3109243698
MAIPU,2026,003,003-1-06,4495247.05882353
MAIPU,2026,003,003-1-07,1475863.0252100842
MAIPU,2026,003,003-1-08,694378.1512605043
MAIPU,2026,003,003-1-09,1482710.0840336136
MAIPU,2026,003,003-2-01,21372121.848739497
MAIPU,2026,003,003-2-04,4210910.924369748
MAIPU,2026,003,003-2-05,2252890.756302521
MAIPU,2026,003,003-2-06,2846154.6218487397
MAIPU,2026,003,003-2-07,1724328.5714285716
MAIPU,2026,003,003-2-08,1175309.2436974791
MAIPU,2026,004,004-1-01,14248180.672268908
MAIPU,2026,004,004-1-02,4646423.529411765
MAIPU,2026,004,004-1-03,109025.21008403362
MAIPU,2026,004,004-1-04,2369442.8571428573
MAIPU,2026,004,004-1-05,3430152.941176471
MAIPU,2026,004,004-2-01,22596741.17647059
MAIPU,2026,004,004-2-02,6894723.529411765
MAIPU,2026,004,004-2-03,5051967.226890757
MAIPU,2026,004,004-2-04,1206536.1344537816
MAIPU,2026,004,004-2-05,1444637.8151260505
MAIPU,2026,004,004-2-06,591597.4789915966
MAIPU,2026,005,005-1-01,8134813.445378152
MAIPU,2026,005,005-1-02,5466834.453781513
MAIPU,2026,005,005-1-03,5563179.831932774
MAIPU,2026,005,005-1-04,3081194.117647059
MAIPU,2026,005,005-1-05,2663684.87394958
MAIPU,2026,005,005-1-06,553819.3277310925
MAIPU,2026,005,005-2-02,3177157.9831932774
MAIPU,2026,005,005-2-03,13096178.151260504
MAIPU,2026,005,005-2-04,1240636.1344537816
MAIPU,2026,005,005-2-05,26824701.68067227
MAIPU,2026,005,005-2-06,3635806.722689076
MAIPU,2026,005,005-2-07,4691536.134453782
MAIPU,2026,005,005-2-08,1463087.3949579832
MAIPU,2026,005,005-2-09,2564857.9831932774
MAIPU,2026,005,005-2-10,2918771.4285714286
MAIPU,2026,005,005-2-11,1474868.0672268907
MAIPU,2026,006,006-1-01,1311805.8823529412
MAIPU,2026,006,006-1-02,1650378.1512605043
MAIPU,2026,006,006-1-03,1346279.831932773
MAIPU,2026,006,006-1-04,808504.2016806724
MAIPU,2026,006,006-1-05,2094707.5630252103
MAIPU,2026,006,006-1-06,1193342.8571428573
MAIPU,2026,006,006-1-07,869494.1176470589
MAIPU,2026,006,006-1-08,3093268.907563025
MAIPU,2026,006,006-1-09,446286.55462184874
MAIPU,2026,006,006-1-10,1054400.0
MAIPU,2026,006,006-1-11,2370419.3277310925
MAIPU,2026,006,006-1-12,1810706.7226890756
MAIPU,2026,006,006-1-13,1198580.6722689075
MAIPU,2026,006,006-1-14,2245615.12605042
MAIPU,2026,006,006-1-15,2709984.87394958
MAIPU,2026,006,006-1-16,2056299.1596638656
MAIPU,2026,006,006-1-17,654313.4453781513
MAIPU,2026,006,006-2-01,1455429.411764706
MAIPU,2026,006,006-2-02,639008.4033613446
MAIPU,2026,006,006-2-03,2034690.756302521
MAIPU,2026,006,006-2-04,404581.512605042
MAIPU,2026,006,006-2-05,1111779.831932773
MAIPU,2026,006,006-2-06,792968.9075630252
MAIPU,2026,006,006-2-07,242657.98319327732
MAIPU,2026,006,006-2-08,2050011.7647058824
MAIPU,2026,006,006-2-09,440736.13445378153
MAIPU,2026,006,006-2-10,1087277.3109243698
MAIPU,2026,006,006-2-11,1077899.1596638656
MAIPU,2026,006,006-2-12,4146688.2352941176
MAIPU,2026,006,006-2-13,1936689.9159663867
MAIPU,2026,006,006-2-14,3906713.4453781513
MAIPU,2026,006,006-2-15,1263357.9831932774
MAIPU,2026,006,006-2-16,1312567.2268907563
MAIPU,2026,007,007-1-01,1519589.9159663867
MAIPU,2026,007,007-1-02,1125308.4033613445
MAIPU,2026,007,007-1-03,1029694.1176470589
MAIPU,2026,007,007-1-04,2207863.8655462186
MAIPU,2026,007,007-1-05,2021705.8823529412
MAIPU,2026,007,007-1-06,1238938.655462185
MAIPU,2026,007,007-1-07,4278734.453781513
MAIPU,2026,007,007-1-08,1260633.6134453781
MAIPU,2026,007,007-1-09,1307629.411764706
MAIPU,2026,007,007-1-10,1273665.5462184874
MAIPU,2026,007,007-1-11,1301267.2268907563
MAIPU,2026,007,007-1-12,784424.3697478992
MAIPU,2026,007,007-1-13,849570.5882352941
MAIPU,2026,007,007-1-14,715730.2521008403
MAIPU,2026,007,007-1-15,2564963.8655462186
MAIPU,2026,007,007-1-16,405689.0756302521
MAIPU,2026,007,007-1-17,15100.840336134455
MAIPU,2026,007,007-2-01,3067393.2773109246
MAIPU,2026,007,007-2-02,3025249.579831933
MAIPU,2026,007,007-2-03,1979360.504201681
MAIPU,2026,007,007-2-04,2063463.8655462186
MAIPU,2026,007,007-2-05,2626869.74789916
MAIPU,2026,007,007-2-06,1164356.3025210085
MAIPU,2026,007,007-2-07,2253621.0084033613
MAIPU,2026,007,007-2-08,1568641.1764705882
MAIPU,2026,007,007-2-09,1708951.2605042018
MAIPU,2026,007,007-2-10,861925.2100840337
MAIPU,2026,007,007-2-11,1381560.5042016807
MAIPU,2026,007,007-2-12,989106.7226890756
MAIPU,2026,007,007-2-13,919710.924369748
MAIPU,2026,007,007-2-14,937764.705882353
MAIPU,2026,007,007-2-15,1231629.411764706
MAIPU,2026,007,007-2-16,982105.8823529412
MAIPU,2026,007,007-2-17,240478.99159663866
MAIPU,2026,008,008-1-01,1115922.6890756304
MAIPU,2026,008,008-1-02,414089.0756302521
MAIPU,2026,008,008-1-03,545268.9075630252
MAIPU,2026,008,008-1-04,459132.7731092437
MAIPU,2026,008,008-1-05,1933287.3949579832
MAIPU,2026,008,008-1-06,1222632.7731092437
MAIPU,2026,008,008-1-07,436700.8403361345
MAIPU,2026,008,008-1-08,2978942.8571428573
MAIPU,2026,008,008-1-09,847670.5882352942
MAIPU,2026,008,008-1-10,1248351.2605042018
MAIPU,2026,008,008-1-11,1028666.3865546219
MAIPU,2026,008,008-1-12,1419710.924369748
MAIPU,2026,008,008-1-13,822242.8571428572
MAIPU,2026,008,008-1-14,288442.01680672274
MAIPU,2026,008,008-1-15,287268.06722689077
MAIPU,2026,008,008-1-16,33588.23529411765
MAIPU,2026,008,008-2-01,1974133.6134453784
MAIPU,2026,008,008-2-02,457274.78991596645
MAIPU,2026,008,008-2-03,665593.2773109244
MAIPU,2026,008,008-2-04,1443893.2773109244
MAIPU,2026,008,008-2-05,420100.0
MAIPU,2026,008,008-2-06,1563966.3865546219
MAIPU,2026,008,008-2-07,1082191.5966386555
MAIPU,2026,008,008-2-08,2865790.756302521
MAIPU,2026,008,008-2-09,996370.5882352942
MAIPU,2026,008,008-2-10,1271142.0168067226
MAIPU,2026,008,008-2-11,510909.243697479
MAIPU,2026,008,008-2-12,271302.5210084034
MAIPU,2026,008,008-2-13,301275.6302521009
MAIPU,2026,008,008-2-14,191299.15966386555
MAIPU,2026,009,009-1-01,1235307.56302521
MAIPU,2026,009,009-1-02,1399971.4285714286
MAIPU,2026,009,009-1-03,231588.23529411765
MAIPU,2026,009,009-1-04,2602900.0
MAIPU,2026,009,009-1-05,520568.90756302525
MAIPU,2026,009,009-1-06,1036975.6302521009
MAIPU,2026,009,009-1-07,616060.5042016807
MAIPU,2026,009,009-1-08,409617.64705882355
MAIPU,2026,009,009-1-09,1443212.6050420168
MAIPU,2026,009,009-1-10,1372665.5462184874
MAIPU,2026,009,009-1-11,660863.8655462185
MAIPU,2026,009,009-1-12,163790.756302521
MAIPU,2026,009,009-1-13,171801.6806722689
MAIPU,2026,009,009-1-14,395053.781512605
MAIPU,2026,009,009-2-01,1793538.655462185
MAIPU,2026,009,009-2-02,2650280.6722689075
MAIPU,2026,009,009-2-03,2455495.7983193276
MAIPU,2026,009,009-2-04,2100033.6134453784
MAIPU,2026,009,009-2-05,754742.8571428572
MAIPU,2026,009,009-2-06,2140849.5798319327
MAIPU,2026,009,009-2-07,428998.3193277311
MAIPU,2026,009,009-2-08,184050.42016806724
MAIPU,2026,009,009-2-09,1355978.9915966387
MAIPU,2026,009,009-2-10,758331.9327731093
MAIPU,2026,009,009-2-11,822524.3697478992
MAIPU,2026,009,009-2-12,1359750.4201680673
MAIPU,2026,010,010-1-01,1112546.218487395
MAIPU,2026,010,010-1-02,606924.3697478992
MAIPU,2026,010,010-1-03,597349.5798319328
MAIPU,2026,010,010-1-04,234554.6218487395
MAIPU,2026,010,010-1-05,980677.3109243698
MAIPU,2026,010,010-1-06,963018.487394958
MAIPU,2026,010,010-1-07,777252.1008403362
MAIPU,2026,010,010-1-08,65382.352941176476
MAIPU,2026,010,010-1-09,3440189.915966387
MAIPU,2026,010,010-1-10,3538554.6218487397
MAIPU,2026,010,010-1-11,1352114.2857142857
MAIPU,2026,010,010-1-13,2670617.6470588236
MAIPU,2026,010,010-1-14,5029159.663865547
MAIPU,2026,010,010-2-01,4273792.43697479
MAIPU,2026,010,010-2-03,300319.32773109246
MAIPU,2026,010,010-2-04,633574.7899159665
MAIPU,2026,010,010-2-06,8995689.915966388
MAIPU,2026,010,010-2-07,2327666.386554622
MAIPU,2026,011,011-2-01,25543853.781512607
MAIPU,2026,012,012-1-02,14191443.697478993
MAIPU,2026,012,012-1-03,6150721.848739496
MAIPU,2026,012,012-1-04,9903226.050420169
MAIPU,2026,012,012-1-05,19427851.2605042
MAIPU,2026,012,012-1-06,8457730.25210084
MAIPU,2026,012,012-1-07,4192610.0840336136
MAIPU,2026,012,012-1-08,5452389.075630252
MAIPU,2026,012,012-2-01,605853.781512605
MAIPU,2026,012,012-2-03,16292908.403361347
MAIPU,2026,012,012-2-04,3291140.336134454
MAIPU,2026,012,012-2-09,614307.56302521
MAIPU,2026,012,012-2-10,2225696.6386554623
MAIPU,2026,012,012-2-15,8138333.613445378
MAIPU,2026,012,012-2-16,2847497.4789915965
MAIPU,2026,012,012-2-17,3893988.2352941176
MAIPU,2026,012,012-2-18,4611826.050420168
MAIPU,2026,012,012-2-19,3817225.2100840337
MAIPU,2026,012,012-2-20,10188275.630252102
MAIPU,2026,012,012-2-21,6884537.81512605
MAIPU,2026,012,012-2-22,5532288.235294118
MAIPU,2026,013,013-1-01,83949.57983193277
MAIPU,2026,013,013-1-02,1280542.0168067229
MAIPU,2026,013,013-1-03,473533.61344537814
MAIPU,2026,013,013-1-08,10019984.033613445
MAIPU,2026,013,013-1-14,398126.0504201681
MAIPU,2026,013,013-2-07,1443890.756302521
MAIPU,2026,013,013-2-08,158710.08403361344
MAIPU,2026,014,014-1-05,138378.1512605042
MAIPU,2026,014,014-1-07,2102653.781512605
MAIPU,2026,014,014-1-08,335299.1596638656
MAIPU,2026,014,014-1-09,720693.2773109244
MAIPU,2026,014,014-1-12,291428.5714285714
MAIPU,2026,015,015-1-04,7496068.067226891
MAIPU,2026,015,015-2-03,3172738.655462185
MAIPU,2026,015,015-2-06,4549368.067226891
MAIPU,2026,015,015-2-08,232941.17647058825
MAIPU,2026,015,015-2-09,908881.5126050421
MAIPU,2026,015,015-2-10,208289.91596638656
MAIPU,2026,015,015-2-11,1142980.6722689075
MAIPU,2026,015,015-2-12,3801794.1176470593
MAIPU,2026,015,015-2-13,2313866.386554622
MAIPU,2026,016,016-1-01,612995.7983193278
MAIPU,2026,016,016-1-02,5518815.12605042
MAIPU,2026,016,016-1-03,35892073.1092437
MAIPU,2026,016,016-1-04,451578.9915966387
MAIPU,2026,016,016-2-01,7798929.4117647065
MAIPU,2026,016,016-2-08,235277.31092436975
